tipo_balsa,tempo_corte_total,qtd,peca,descricao,espessura_mm,peso_kg,peso_total_kg,bloco,painel,nesting,obs_base
"RAKE","0:11:00","8","BPP-RD2-11A~11D,_14A~14D)","1.200 x 203","19","36.160","289.280","BPP","BPP","4465","R1"
"RAKE","0:20:39","12","BPP-RD2-15A~15F,_16A~16F)","361 x 203","19","10.780","129.360","BPP","BPP","4465","R1"
"RAKE","0:05:03","5","BPR-RD2A-B2A~B6A-R3","680 x 600","19","37.420","187.100","BPR","RD2A","4465","R1"
"RAKE","0:04:15","5","BPR-RD2A-B2B~B6B-R1","584 x 257","19","22.010","110.050","BPR","RD2A","4465","R1"
"RAKE","0:08:31","1","BCB2-RD-H2P-R1","12.000 x 1.015","8","764.900","764.900","BCB2","RD","3423","R1"
"RAKE","0:02:21","1","RD-HB23C-B","2.400 x 508","8","76.630","76.630","BDF4","HASTILHA","3423","R1"
"RAKE","0:04:51","4","BPR-RD1-H33~H45","1.420 x 102","8","8.390","33.560","BPR","RD1","3423","R1"
"RAKE","0:02:16","2","BPR-RD1-H46~H47-R1","1.230 x 102","8","7.440","14.880","BPR","RD1","3423","R1"
"RAKE","0:01:19","1","BPR-RD1-H48~H49-R1","1.266 x 102","8","7.750","7.750","BPR","RD1","3423","R1"
"RAKE","0:05:09","1","BPR-RD2B-H1-R5","6.456 x 749","8","303.650","303.650","BPR","RD2B","3423","R1"
"RAKE","0:01:00","1","B25-C","806 x 539","8","19.120","19.120","BPP","RS","3423","R1"
"RAKE","0:05:45","4","DEFENÇA-W-S_150_X_1830","1.830 x 150","16","34.480","137.920","ACESS_DEFENCA","ACESS_DEFENCA","3350","R1"
"RAKE","0:09:34","12","B19","580 x 342","16","12.020","144.240","BDF3","BDF3","3350","R1"
"RAKE","0:01:42","2","RFR1/RFR93-HB57-C","625 x 327","16","24.400","48.800","BPP","RFR1/RFR93","3350","R1"
"RAKE","0:04:59","6","B18","695 x 362","16","21.600","129.600","BPR","BPR","3350","R1"
"RAKE","0:01:20","2","B6","405 x 212","16","6.370","12.740","BPR","RD2A","3350","R1"
"RAKE","0:01:08","1","BPR-RD2A-H1B-R4","5.465 x 1.140","16","667.120","667.120","BPR","RD2A","3350","R1"
"RAKE","0:01:03","1","BPR-RD2B-H9","1.000 x 1.000","16","93.390","93.390","BPR","RD2B","3350","R1"
"RAKE","0:01:04","1","BPR-RD2A-TZ3-R4","450 x 2.133","16","120.420","120.420","BPR","RD2A","3350","R1"
"RAKE","0:01:04","1","BPR-RD2B-H8","1.000 x 1.000","16","93.390","93.390","BPR","RD2B","3350","R1"
"RAKE","0:01:04","1","BPR-RD2A-TZ4-R6","2.034 x 450","16","114.360","114.360","BPR","RD2A","3350","R1"
"RAKE","0:01:08","1","BPR-RD2C-H2B-R6","5.465 x 1.140","16","667.120","667.120","BPR","RD2C","3350","R1"
"RAKE","0:00:57","1","BPR-RD2C-TZ3-R4","2.133 x 450","16","120.420","120.420","BPR","RD2C","3350","R1"
"RAKE","0:01:04","1","BPR-RD2C-TZ4-R6","450 x 2.034","16","114.350","114.350","BPR","RD2C","3350","R1"
"RAKE","0:03:35","2","BPR-RP-14~15","2.805 x 102","16","35.790","71.580","BPR","RP","3350","R1"
"RAKE","0:02:10","1","RL1-H36","2.500 x 850","16","266.630","266.630","BCB4","RL1","3351","R1"
"RAKE","0:02:06","2","BDF4-H10","584 x 432","16","31.190","62.380","BDF4","BDF4","3351","R1"
"RAKE","0:02:07","2","BDF4-H11","592 x 432","16","31.630","63.260","BDF4","BDF4","3351","R1"
"RAKE","0:02:22","1","RL1-H42","2.500 x 850","16","266.630","266.630","BCE4","RL1","3351","R1"
"RAKE","0:02:11","1","BPP-QD1P-H1","925 x 732","16","59.150","59.150","BPP","RD1","3351","R1"
"RAKE","0:00:56","1","BPP-QD1P-H5","734 x 234","16","21.570","21.570","BPP","RD1","3351","R1"
"RAKE","0:02:11","1","BPP-QD1S-H1","925 x 732","16","59.150","59.150","BPP","RD1","3351","R1"
"RAKE","0:00:58","1","BPP-QD1P-H4","580 x 450","16","32.660","32.660","BPP","RD1","3351","R1"
"RAKE","0:00:58","1","BPP-QD1S-H4","580 x 450","16","32.660","32.660","BPP","RD1","3351","R1"
"RAKE","0:01:02","1","BPP-QD1S-H5","734 x 234","16","21.570","21.570","BPP","RD1","3351","R1"
"RAKE","0:02:01","1","BPP-RD2-H1-R8","3.574 x 945","16","339.240","339.240","BPP","BPP","3351","R1"
"RAKE","0:01:34","1","BPP-RD2-H3B","958 x 687","16","50.360","50.360","BPP","BPP","3351","R1"
"RAKE","0:01:16","1","BPP-RD2-H5B","958 x 687","16","50.360","50.360","BPP","BPP","3351","R1"
"RAKE","0:02:01","1","BPP-RD2-H7-R5","3.574 x 945","16","339.240","339.240","BPP","BPP","3351","R1"
"RAKE","0:01:14","1","RD-TZ16-BE","527 x 1.607","16","106.360","106.360","BPP","RD","3351","R1"
"RAKE","0:01:55","1","BPR-QD-H1S","925 x 732","16","59.150","59.150","BPR","RD","3351","R1"
"RAKE","0:01:40","1","BPR-QD-H1P","925 x 732","16","59.150","59.150","BPR","RD","3351","R1"
"RAKE","0:00:54","1","BPR-QD-H6P","690 x 234","16","20.280","20.280","BPR","RD","3351","R1"
"RAKE","0:00:54","1","BPR-QD-H6S","690 x 234","16","20.280","20.280","BPR","RD","3351","R1"
"RAKE","0:01:20","1","BPR-RD1-69~70","1.595 x 102","16","20.350","20.350","BPR","RD1","3351","R1"
"RAKE","0:00:48","1","BPR-RD2A-5A","600 x 102","16","7.660","7.660","BPR","RD2A","3351","R1"
"RAKE","0:00:45","1","BPR-RD2A-5B","500 x 102","16","6.380","6.380","BPR","RD2A","3351","R1"
"RAKE","0:01:31","2","BPR-RD2A-C2A~C6A","512 x 102","16","6.540","13.080","BPR","RD2A","3351","R1"
"RAKE","0:00:45","1","BPR-RD2C-5A","500 x 102","16","6.380","6.380","BPR","RD2C","3351","R1"
"RAKE","0:01:31","2","BPR-RD2C-C2A~C6A","512 x 102","16","6.540","13.080","BPR","RD2C","3351","R1"
"RAKE","0:02:40","2","BPR-RD2C-HB2A~HB2B-R1","1.416 x 349","16","61.110","122.220","BPR","RD2C","3351","R1"
"RAKE","0:02:40","2","BPR-RD2C-HB2C~HB2D-R1","1.416 x 349","16","61.140","122.280","BPR","RD2C","3351","R1"
"RAKE","0:02:40","2","RD-HB31-C","1.416 x 349","16","61.110","122.220","BPR","RD","3351","R1"
"RAKE","0:02:52","2","RD-HB32-C","1.398 x 349","16","60.230","120.460","BPR","RD","3351","R1"
"RAKE","0:00:46","1","B19","580 x 342","16","12.020","12.020","BDF3","BDF3","3352","R1"
"RAKE","0:01:41","2","RD-H11","592 x 432","16","31.630","63.260","BDF3","BDF3","3352","R1"
"RAKE","0:04:09","5","B21","572 x 342","16","12.080","60.400","BDF4","BDF4","3352","R1"
"RAKE","0:01:52","2","BDF4-QD-H2-R1","590 x 440","16","32.110","64.220","BDF4","RD","3352","R1"
"RAKE","0:03:34","4","BDF4-H16","592 x 350","16","25.530","102.120","BDF4","BDF4","3352","R1"
"RAKE","0:00:51","1","BPP-QD1-H1-R1","590 x 442","16","32.630","32.630","BPP","RD1","3352","R1"
"RAKE","0:01:38","2","BPP-RD1-H5~H6-R2","590 x 350","16","25.810","51.620","BPP","RD1","3352","R1"
"RAKE","0:02:11","2","BPP-RFR1/RFR93-H7~H8-R1","1.015 x 566","16","71.620","143.240","BPP","RFR1/RFR93","3352","R1"
"RAKE","0:01:05","1","RD-HB74-B_R1.IGS","1.013 x 344","16","43.700","43.700","BPP","RD","3352","R1"
"RAKE","0:01:19","1","RD-HB76-C.IGS","1.013 x 344","16","43.700","43.700","BPP","RD","3352","R1"
"RAKE","0:03:12","4","B18","695 x 362","16","21.600","86.400","BPR","BPR","3352","R1"
"RAKE","0:01:40","1","BPR-RD1-B1-R2","1.600 x 710","16","108.080","108.080","BPR","RD1","3352","R1"
"RAKE","0:01:38","1","BPR-RD1-B1A","2.174 x 921","16","193.370","193.370","BPR","RD1","3352","R1"
"RAKE","0:01:41","1","BPR-RD1-B1B","2.171 x 1.093","16","214.010","214.010","BPR","RD1","3352","R1"
"RAKE","0:01:41","1","BPR-RD1-B1C","2.183 x 1.093","16","215.090","215.090","BPR","RD1","3352","R1"
"RAKE","0:01:39","1","BPR-RD1-B1D","2.174 x 921","16","192.830","192.830","BPR","RD1","3352","R1"
"RAKE","0:01:54","1","BPR-RD1-B2-R2","1.600 x 710","16","108.200","108.200","BPR","RD1","3352","R1"
"RAKE","0:06:49","8","BPR-RD1-H9~H17-R2","592 x 450","16","33.230","265.840","BPR","RD1","3352","R1"
"RAKE","0:01:20","2","BPR-RD2A-C2A~C6A","512 x 102","16","6.540","13.080","BPR","RD2A","3352","R1"
"RAKE","0:01:39","2","BPR-RD2C-HB4C~HB4D","641 x 349","16","27.130","54.260","BPR","RD2C","3352","R1"
"RAKE","0:01:04","1","BPR-RL1P-H3-R1","1.156 x 2.199","16","189.400","189.400","BPR","RL1P","3352","R1"
"RAKE","0:01:21","1","BPR-RL1S-H3-R2","1.156 x 2.198","16","189.290","189.290","BPR","RL1S","3352","R1"
"RAKE","0:01:51","2","RD-HB34-C","584 x 349","16","24.730","49.460","BPR","RD","3352","R1"
"RAKE","0:03:05","2","DEFENÇA-W-S_150_X_1830","1.830 x 150","16","34.480","68.960","ACESS_DEFENCA","ACESS_DEFENCA","3353","R1"
"RAKE","0:01:49","2","RD-HB45-C","584 x 349","16","24.630","49.260","BPP","RD","3353","R1"
"RAKE","0:01:49","2","RD-HB46-C","584 x 349","16","24.630","49.260","BPP","RD","3353","R1"
"RAKE","0:04:27","3","RD-HB48B-C","1.000 x 349","16","43.800","131.400","BPP","RD","3353","R1"
"RAKE","0:03:21","3","RD-HB49A-B","1.000 x 349","16","43.530","130.590","BPP","RD","3353","R1"
"RAKE","0:01:18","1","BPR-RD1-69~70","1.595 x 102","16","20.350","20.350","BPR","RD1","3353","R1"
"RAKE","0:00:38","1","BPR-RD2A-5C","300 x 102","16","3.830","3.830","BPR","RD2A","3353","R1"
"RAKE","0:01:37","1","BPR-RD2A-B1-R2","1.600 x 615","16","101.020","101.020","BPR","RD2A","3353","R1"
"RAKE","0:00:44","1","BPR-RD2A-C2A~C6A","512 x 102","16","6.540","6.540","BPR","RD2A","3353","R1"
"RAKE","0:00:38","1","BPR-RD2C-5C","300 x 102","16","3.830","3.830","BPR","RD2C","3353","R1"
"RAKE","0:01:01","1","BPR-RD2A-H2B-R4","4.865 x 1.396","16","853.090","853.090","BPR","RD2A","3353","R1"
"RAKE","0:00:47","1","BPR-RD2C-5B","600 x 102","16","7.660","7.660","BPR","RD2C","3353","R1"
"RAKE","0:02:14","3","BPR-RD2C-C2A~C6A","512 x 102","16","6.540","19.620","BPR","RD2C","3353","R1"
"RAKE","0:01:37","1","BPR-RD2C-B1-R3","1.600 x 615","16","101.020","101.020","BPR","RD2C","3353","R1"
"RAKE","0:02:14","1","BPR-RD2C-H1B-R4","4.860 x 1.398","16","853.440","853.440","BPR","RD2C","3353","R1"
"RAKE","0:02:37","2","RD-HB30-C","1.416 x 349","16","61.140","122.280","BPR","RD","3353","R1"
"RAKE","0:10:04","6","DEFENÇA-W-S_150_X_1830","1.830 x 150","16","34.480","206.880","ACESS_DEFENCA","ACESS_DEFENCA","3355","R1"
"RAKE","0:01:19","1","RD-HB39-C","1.017 x 349","16","43.540","43.540","BPR","RD","3355","R1"
"RAKE","0:00:59","1","RD-HB40-C","641 x 349","16","27.130","27.130","BPR","RD","3355","R1"
"RAKE","0:01:37","1","BPP-RD2-BVS-R6..","997 x 1.465","16","163.430","163.430","BPP","BPP","3355","R1"
"RAKE","0:01:32","1","BPP-RD2-BVP-R3","997 x 1.465","16","163.430","163.430","BPP","BPP","3355","R1"
"RAKE","0:04:26","2","RD-TZ17-C","1.551 x 2.557","16","497.990","995.980","BPP","RD","3355","R1"
"RAKE","0:02:20","1","RD-TZ18-C","1.551 x 2.882","16","561.310","561.310","BPP","RD","3355","R1"
"RAKE","0:01:42","1","RD-TZ12-C-R1","1.400 x 1.639","16","288.280","288.280","BPR","RD","3355","R1"
"RAKE","0:01:15","1","RD-HB48C-C","900 x 349","16","39.360","39.360","BPP","RD","3355","R1"
"RAKE","0:01:31","1","DEFENÇA-W-S_150_X_1830","1.830 x 150","16","34.480","34.480","ACESS_DEFENCA","ACESS_DEFENCA","3356","R1"
"RAKE","0:01:49","2","RD-H10","584 x 432","16","31.190","62.380","BDF3","BDF3","3356","R1"
"RAKE","0:00:55","1","BPP-QD1S-H2","580 x 450","16","32.660","32.660","BPP","RD1","3356","R1"
"RAKE","0:01:04","1","BPP-QD1P-H3","734 x 580","16","53.470","53.470","BPP","RD1","3356","R1"
"RAKE","0:00:55","1","BPP-QD1P-H2","580 x 450","16","32.660","32.660","BPP","RD1","3356","R1"
"RAKE","0:01:04","1","BPP-QD1S-H3","734 x 580","16","53.470","53.470","BPP","RD1","3356","R1"
"RAKE","0:01:56","1","BPR-RFR0/RFR94-BVP1A","1.169 x 2.029","16","259.330","259.330","BPP","RFR0/RFR94","3356","R1"
"RAKE","0:01:57","1","BPR-RFR0/RFR94-BVS1A","1.182 x 2.034","16","262.570","262.570","BPP","RFR0/RFR94","3356","R1"
"RAKE","0:02:09","2","RD-HB48A-C","1.000 x 349","16","43.530","87.060","BPP","RD","3356","R1"
"RAKE","0:01:45","2","RFR1/RFR93-HB59-B","625 x 327","16","24.400","48.800","BPP","RFR1/RFR93","3356","R1"
"RAKE","0:00:53","1","BPR-QD-H4S","520 x 450","16","29.270","29.270","BPR","RD","3356","R1"
"RAKE","0:00:53","1","BPR-QD-H4P","520 x 450","16","29.270","29.270","BPR","RD","3356","R1"
"RAKE","0:00:53","1","BPR-QD-H2P","520 x 450","16","29.270","29.270","BPR","RD","3356","R1"
"RAKE","0:00:53","1","BPR-QD-H2S","520 x 450","16","29.270","29.270","BPR","RD","3356","R1"
"RAKE","0:05:45","4","BPR-RD2C-HB1A~HB1D,HB3A~HB3B","1.017 x 349","16","43.540","174.160","BPR","RD2C","3356","R1"
"RAKE","0:01:46","2","BPR-RD2C-HB1~HB2","584 x 349","16","24.750","49.500","BPR","RD2C","3356","R1"
"RAKE","0:03:16","2","BPR-RD2C-HB2D-R1","1.398 x 349","16","60.230","120.460","BPR","RD2C","3356","R1"
"RAKE","0:02:02","1","BPR-RP-R2","2.076 x 1.000","16","257.850","257.850","BPR","RP","3356","R1"
"RAKE","0:02:02","1","BPR-RS-B1-R2","2.076 x 1.000","16","257.840","257.840","BPR","RS","3356","R1"
"RAKE","0:01:51","1","BPR-RS-14~15","2.805 x 102","16","35.790","35.790","BPR","RS","3356","R1"
"RAKE","0:02:18","1","BPR-RS-BV-R1","1.960 x 2.055","16","366.530","366.530","BPR","RS","3356","R1"
"RAKE","0:01:11","1","RD-HB39-C","1.017 x 349","16","43.540","43.540","BPR","RD","3356","R1"
"RAKE","0:01:08","1","RD-HB48C-C","900 x 349","16","39.360","39.360","BPP","RD","3356","R1"
"RAKE","0:09:48","6","RL1-HB9","1.500 x 392","12","55.450","332.700","BCB2","RL1","4520","R1"
"RAKE","0:19:14","1","BDF-H3","9.066 x 1.790","12","1,519.180","1,519.180","PCAS DE TETO","PCAS DE TETO","4520","R1"
"RAKE","0:01:16","1","BPP-RD2-17~18-R1","2.550 x 102","12","24.500","24.500","BPP","BPP","4520","R1"
"RAKE","0:01:33","1","BPR-RD2C-3-R3","2.550 x 102","12","24.500","24.500","BPR","RD2C","4520","R1"
"RAKE","0:20:45","1","BDF-H3","9.066 x 1.790","12","1,519.180","1,519.180","PCAS DE TETO","PCAS DE TETO","4521","R1"
"RAKE","0:01:17","1","BPR-RD1-BJ3S-R2","1.000 x 894","12","83.480","83.480","BPR","RD1","4521","R1"
"RAKE","0:01:24","1","BPR-RD1-BJ4P-R3","699 x 893","12","57.500","57.500","BPR","RD1","4521","R1"
"RAKE","0:01:09","1","BPR-RD1-BJ4S-R2","699 x 893","12","57.510","57.510","BPR","RD1","4521","R1"
"RAKE","0:01:09","1","BPR-RD1-BJ5P-R3","894 x 699","12","58.630","58.630","BPR","RD1","4521","R1"
"RAKE","0:01:26","1","BPR-RD1-BJ5S-R4","894 x 699","12","58.630","58.630","BPR","RD1","4521","R1"
"RAKE","0:01:22","1","BPR-RD1-BJ6P-R3","893 x 599","12","49.390","49.390","BPR","RD1","4521","R1"
"RAKE","0:01:06","1","BPR-RD1-BJ6S-R3","893 x 599","12","49.410","49.410","BPR","RD1","4521","R1"
"RAKE","0:01:38","1","BPR-RD2C-7C-R1","746 x 430","12","29.520","29.520","BPR","RD2C","4521","R1"
"RAKE","0:01:44","1","RD-H15","746 x 430","12","29.510","29.510","BCB4","RD","4523","R1"
"RAKE","0:21:11","1","BDF-H3","9.066 x 1.790","12","1,519.180","1,519.180","PCAS DE TETO","PCAS DE TETO","4523","R1"
"RAKE","0:01:38","1","BPR-RD1-BJ1S-R2.IGS","1.573 x 894","12","132.490","132.490","BPR","RD1","4523","R1"
"RAKE","0:01:42","1","BPR-RD1-BJ2P-R3","1.244 x 892","12","102.390","102.390","BPR","RD1","4523","R1"
"RAKE","0:01:47","1","BPR-RD1-BJ2S-R2","1.245 x 894","12","102.790","102.790","BPR","RD1","4523","R1"
"RAKE","0:01:35","1","BPR-RD1-BJ3P-R3","1.000 x 894","12","83.480","83.480","BPR","RD1","4523","R1"
"RAKE","0:09:06","7","RL1-HB10","1.500 x 392","12","55.450","388.150","BCE2","RL1","4524","R1"
"RAKE","0:20:50","1","BDF-H3","9.066 x 1.790","12","1,519.180","1,519.180","PCAS DE TETO","PCAS DE TETO","4524","R1"
"RAKE","0:00:43","1","RD-HB49-C","726 x 190","12","12.160","12.160","BPP","RD","4524","R1"
"RAKE","0:00:37","1","RD-HB48-B","474 x 190","12","8.310","8.310","BPP","RD","4524","R1"
"RAKE","0:22:45","1","RD-H9","9.066 x 1.790","12","1,502.310","1,502.310","PCAS DE TETO","PCAS DE TETO","4656","R1"
"RAKE","0:03:42","2","RD-BJ9-C","2.829 x 898","12","239.170","478.340","BPP","RD","4656","R1"
"RAKE","0:20:25","1","BDF-H3","9.066 x 1.790","12","1,519.180","1,519.180","PCAS DE TETO","PCAS DE TETO","4657","R1"
"RAKE","0:01:25","1","RFR1-RFR93-HB71-B-1","1.300 x 392","12","48.050","48.050","BPP","RFR1","4657","R1"
"RAKE","0:00:38","1","RFR1/RFR93-HB69-B","327 x 327","12","7.910","7.910","BPP","RFR1/RFR93","4657","R1"
"RAKE","0:01:19","1","BPR-RD1-BJ10P-R3","599 x 885","12","48.680","48.680","BPR","RD1","4657","R1"
"RAKE","0:01:19","1","BPR-RD1-BJ11P-R4","599 x 885","12","48.980","48.980","BPR","RD1","4657","R1"
"RAKE","0:01:05","1","BPR-RD1-BJ12S-R5","599 x 885","12","48.760","48.760","BPR","RD1","4657","R1"
"RAKE","0:01:19","1","BPR-RD1-BJ13P-R3","599 x 886","12","48.810","48.810","BPR","RD1","4657","R1"
"RAKE","0:01:05","1","BPR-RD1-BJ10S-R4","599 x 885","12","48.700","48.700","BPR","RD1","4657","R1"
"RAKE","0:01:05","1","BPR-RD1-BJ11S-R5","599 x 885","12","48.980","48.980","BPR","RD1","4657","R1"
"RAKE","0:01:19","1","BPR-RD1-BJ12P-R3","599 x 885","12","48.760","48.760","BPR","RD1","4657","R1"
"RAKE","0:01:05","1","BPR-RD1-BJ13S-R4","600 x 886","12","48.870","48.870","BPR","RD1","4657","R1"
"RAKE","0:00:37","1","BPR-RD2B-HB6B-R1","190 x 174","12","3.070","3.070","BPR","RD2B","4657","R1"
"RAKE","0:20:44","1","RD-H4","9.066 x 1.698","12","1,440.610","1,440.610","BDF1","BDF1","4658","R1"
"RAKE","0:09:05","7","RL1-HB10","1.500 x 392","12","55.450","388.150","BCE2","RL1","4658","R1"
"RAKE","0:00:37","1","RD-HB47-C","474 x 190","12","8.310","8.310","BPP","RD","4658","R1"
"RAKE","0:00:49","1","RD-HB38-B","592 x 178","12","9.190","9.190","BPR","RD","4658","R1"
"RAKE","0:01:31","1","RD-H15","746 x 430","12","29.510","29.510","BCB4","RD","3367","R1"
"RAKE","0:19:20","1","RD-H3","9.066 x 1.790","12","1,519.180","1,519.180","BDF2","BDF2","3367","R1"
"RAKE","0:07:50","5","RL1-HB9","1.500 x 392","12","55.450","277.250","BCB2","RL1","3367","R1"
"RAKE","0:01:30","2","RFR1/RFR93-HB69-A","524 x 75","12","3.700","7.400","BPP","RFR1/RFR93","3367","R1"
"RAKE","0:00:34","1","RFR1/RFR93-HB69-B","327 x 327","12","7.910","7.910","BPP","RFR1/RFR93","3367","R1"
"RAKE","0:00:37","1","BPR-RD2B-HB6A-R1","190 x 178","12","3.090","3.090","BPR","RD2B","3367","R1"
"RAKE","0:00:36","1","BPR-RD2B-HB7B-R1","298 x 190","12","5.120","5.120","BPR","RD2B","3367","R1"
"RAKE","0:01:18","1","BPR-RD1-BJ14P-R4","699 x 886","12","35.640","35.640","BPR","RD1","3367","R1"
"RAKE","0:01:05","1","BPR-RD1-BJ14S-R3","699 x 886","12","35.650","35.650","BPR","RD1","3367","R1"
"RAKE","0:01:21","1","RL1-HB4-B","1.187 x 354","12","37.490","37.490","BCE4","RL1","3368","R1"
"RAKE","0:06:22","6","ACCESS-TRAVESSEIRO","1.172 x 600","12","66.220","397.320","ACESS-TRAVESSEIRO","ACESS-TRAVESSEIRO","3368","R1"
"RAKE","0:23:20","1","BPR-RD1-H19-R2","9.060 x 1.860","12","1,576.600","1,576.600","BPR","RD1","3368","R1"
"RAKE","0:00:49","1","RD-HB35-C","600 x 178","12","9.990","9.990","BPR","RD","3368","R1"
"RAKE","0:00:49","1","RD-HB37-B","600 x 178","12","9.990","9.990","BPR","RD","3368","R1"
"RAKE","0:20:13","1","RD-H3","9.066 x 1.790","12","1,519.180","1,519.180","BDF2","BDF2","3369","R1"
"RAKE","0:01:47","2","RD-HB16-C","600 x 190","12","10.710","21.420","BCB4","RD","3369","R1"
"RAKE","0:01:37","1","RL1-HB24","1.450 x 392","12","53.600","53.600","BCB4","RL1","3369","R1"
"RAKE","0:01:17","1","RL1-HB25","1.450 x 392","12","53.600","53.600","BCE4","RL1","3369","R1"
"RAKE","0:03:28","3","BPR-RFR85-HB3~HB5","392 x 1.450","12","53.600","160.800","BPR","RFR85","3369","R1"
"RAKE","0:01:22","1","BPR-RL1P-HB2AP","1.415 x 392","12","52.300","52.300","BPR","RL1P","3369","R1"
"RAKE","0:01:33","1","BPR-RL1P-HB2BP","392 x 1.415","12","52.300","52.300","BPR","RL1P","3369","R1"
"RAKE","0:21:28","1","RD-H3","9.066 x 1.790","12","1,519.180","1,519.180","BDF2","BDF2","3370","R1"
"RAKE","0:01:55","2","RD-HB17-B","592 x 190","12","9.710","19.420","BCB4","RD","3370","R1"
"RAKE","0:00:57","1","RD-HB18-C","592 x 190","12","9.710","9.710","BCB4","RD","3370","R1"
"RAKE","0:01:17","2","RFR1/RFR93-HB69-B","327 x 327","12","7.910","15.820","BPP","RFR1/RFR93","3370","R1"
"RAKE","0:02:33","2","RFR1/RFR93-HB70-B","1.500 x 392","12","55.450","110.900","BPP","RFR1/RFR93","3370","R1"
"RAKE","0:01:59","2","RFR1/RFR93-HB72-B","392 x 1.000","12","36.960","73.920","BPP","RFR1/RFR93","3370","R1"
"RAKE","0:01:43","1","RFR1/RFR93-HB77-B","1.500 x 392","12","49.450","49.450","BPP","RFR1/RFR93","3370","R1"
"RAKE","0:01:22","1","RFR1/RFR93-HB78-B","1.200 x 392","12","41.540","41.540","BPP","RFR1/RFR93","3370","R1"
"RAKE","0:01:38","1","BPR-RD2A-7C-R1","746 x 430","12","29.520","29.520","BPR","RD2A","3370","R1"
"RAKE","0:01:37","1","BPR-RD2B-7C-R1","746 x 430","12","29.520","29.520","BPR","RD2B","3370","R1"
"RAKE","0:00:48","1","RD-HB36-C","592 x 178","12","9.190","9.190","BPR","RD","3370","R1"
"RAKE","0:17:56","1","RD-H3","9.066 x 1.790","12","1,519.180","1,519.180","BDF2","BDF2","3371","R1"
"RAKE","0:01:36","2","RD-HB17-B","592 x 190","12","9.710","19.420","BCB4","RD","3371","R1"
"RAKE","0:02:24","3","RD-HB18-C","592 x 190","12","9.710","29.130","BCB4","RD","3371","R1"
"RAKE","0:09:58","9","RL1-HB4-B","1.187 x 354","12","37.490","337.410","BCE4","RL1","3371","R1"
"RAKE","0:00:44","1","BPR-RD2B-HB5A","740 x 190","12","12.380","12.380","BPR","RD2B","3371","R1"
"RAKE","0:00:41","1","BPR-RD2C-HB4B","592 x 178","12","9.190","9.190","BPR","RD2C","3371","R1"
"RAKE","0:20:56","1","RD-H3","9.066 x 1.790","12","1,519.180","1,519.180","BDF2","BDF2","3372","R1"
"RAKE","0:00:52","1","BPR-RD1-BJ15S","731 x 377","12","14.740","14.740","BPR","RD1","3372","R1"
"RAKE","0:01:14","1","BPR-RD1-BJ7P-R3","891 x 599","12","49.320","49.320","BPR","RD1","3372","R1"
"RAKE","0:01:19","1","BPR-RD1-BJ7S-R4","891 x 599","12","49.320","49.320","BPR","RD1","3372","R1"
"RAKE","0:01:17","1","BPR-RD1-BJ8P-R3","599 x 889","12","48.460","48.460","BPR","RD1","3372","R1"
"RAKE","0:01:03","1","BPR-RD1-BJ8S-R4","599 x 889","12","48.470","48.470","BPR","RD1","3372","R1"
"RAKE","0:01:18","1","BPR-RD1-BJ9P-R3","600 x 886","12","49.860","49.860","BPR","RD1","3372","R1"
"RAKE","0:01:04","1","BPR-RD1-BJ9S-R4","886 x 600","12","49.860","49.860","BPR","RD1","3372","R1"
"RAKE","0:02:33","2","BPR-RFR85-HB6~HB7","392 x 1.000","12","36.960","73.920","BPR","RFR85","3372","R1"
"RAKE","0:01:03","1","BPR-RFR85-HB9,_HB12-R1","964 x 390","12","32.430","32.430","BPR","RFR85","3372","R1"
"RAKE","0:16:57","1","RD-H3","9.066 x 1.790","12","1,519.180","1,519.180","BDF2","BDF2","3373","R1"
"RAKE","0:04:48","5","RL1-HB3-C","1.187 x 354","12","37.480","187.400","BCB4","RL1","3373","R1"
"RAKE","0:04:11","4","RL1-HB4-B","1.187 x 354","12","37.490","149.960","BCE4","RL1","3373","R1"
"RAKE","0:03:06","8","BPP-RD2-15~16-R2","200 x 102","12","1.930","15.440","BPP","BPP","3373","R1"
"RAKE","0:00:57","1","BPR-RD1-BJ15P","731 x 377","12","14.670","14.670","BPR","RD1","3373","R1"
"RAKE","0:01:55","4","BPR-RD2A-4-R2","200 x 122","12","2.290","9.160","BPR","RD2A","3373","R1"
"RAKE","0:02:08","4","BPR-RD2C-4-R2","200 x 121","12","2.270","9.080","BPR","RD2C","3373","R1"
"RAKE","0:00:31","1","BPR-RDB2-HB7A-R1","298 x 190","12","5.120","5.120","BPR","RD2B","3373","R1"
"RAKE","0:01:42","1","RD-H15","746 x 430","12","29.510","29.510","BCB4","RD","3374","R1"
"RAKE","0:21:46","1","RD-H3","9.066 x 1.790","12","1,519.180","1,519.180","BDF2","BDF2","3374","R1"
"RAKE","0:02:27","2","RL1-HB3-C","1.187 x 354","12","37.480","74.960","BCB4","RL1","3374","R1"
"RAKE","0:01:45","1","RD-BJ9-C","2.829 x 898","12","239.170","239.170","BPP","RD","3374","R1"
"RAKE","0:01:57","2","RFR1/RFR93-HB65-B","1.187 x 365","12","38.650","77.300","BPP","RFR1/RFR93","3374","R1"
"RAKE","0:01:37","1","RD-H15","746 x 430","12","29.510","29.510","BCB4","RD","3375","R1"
"RAKE","0:20:43","1","RD-H3","9.066 x 1.790","12","1,519.180","1,519.180","BDF2","BDF2","3375","R1"
